Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team,Comp
Daniele Baselli,it ITA,MF,32,2,1,22,0,0,0,0,0,0.0,0.0,Como,it Serie A
Calvin Bassey,ng NGA,DF,25,26,25,2264,1,0,1,5,0,1.0,0.1,Fulham,eng Premier League
Aboubacar Bassinga,ci CIV,MF,19,1,0,4,0,0,0,0,0,0.0,0.0,Las Palmas,es La Liga
Alessandro Bastoni,it ITA,DF,25,26,25,1923,1,4,1,3,0,0.5,2.1,Inter,it Serie A
Augusto Batalla,ar ARG,GK,28,21,21,1890,0,0,0,3,0,0.0,0.0,Rayo Vallecano,es La Liga
Michy Batshuayi,be BEL,"FW,DF",31,3,1,92,0,0,0,1,0,0.0,0.0,Eint Frankfurt,de Bundesliga
Dylan Batubinsika,cd COD,DF,29,23,21,1881,0,0,0,3,1,0.5,0.2,Saint-Étienne,fr Ligue 1
Maximilian Bauer,de GER,DF,25,11,8,658,0,0,0,1,0,0.2,0.1,Augsburg,de Bundesliga
Oliver Baumann,de GER,GK,34,19,19,1710,0,0,0,0,0,0.0,0.8,Hoffenheim,de Bundesliga
Christoph Baumgartner,at AUT,MF,25,23,13,1160,2,1,2,5,0,2.7,1.1,RB Leipzig,de Bundesliga
Rafael Bauza,es ESP,MF,20,5,2,183,0,0,0,1,0,0.1,0.0,Espanyol,es La Liga
Adrian Beck,de GER,"MF,FW",27,22,8,771,2,1,2,0,0,1.9,0.8,Heidenheim,de Bundesliga
Sheraldo Becker,sr SUR,"FW,MF",30,19,10,911,2,1,2,1,1,1.8,2.0,Real Sociedad,es La Liga
Timo Becker,de GER,DF,27,20,19,1628,0,2,0,1,0,1.1,0.8,Holstein Kiel,de Bundesliga
Jan Bednarek,pl POL,DF,28,22,22,1883,2,0,2,5,0,0.7,0.5,Southampton,eng Premier League
Donny van de Beek,nl NED,MF,27,20,15,1252,2,2,2,4,0,1.3,3.1,Girona,es La Liga
Hannes Behrens,de GER,DF,,1,0,29,0,0,0,0,0,0.0,0.0,Hoffenheim,de Bundesliga
Kevin Behrens,de GER,FW,34,13,0,120,1,0,1,2,0,1.3,0.1,Wolfsburg,de Bundesliga
Maximilian Beier,de GER,"FW,MF",22,23,12,1209,5,3,5,2,0,4.5,2.8,Dortmund,de Bundesliga
Luken Beitia,es ESP,DF,20,1,0,8,0,0,0,0,0,0.0,0.0,Real Sociedad,es La Liga
Ismael Bekhoucha,ma MAR,MF,20,1,0,1,0,0,0,1,0,0.0,0.0,Getafe,es La Liga
Reda Belahyane,ma MAR,MF,20,22,17,1658,0,2,0,6,1,0.2,1.0,Hellas Verona,it Serie A
Haris Belkebla,dz ALG,MF,31,19,18,1587,0,1,0,1,0,0.1,0.9,Angers,fr Ligue 1
Yassin Belkhdim,fr FRA,"MF,FW",23,21,8,856,0,0,0,2,0,0.5,0.3,Angers,fr Ligue 1
Stefan Bell,de GER,DF,33,15,13,1178,0,1,0,3,0,0.6,1.0,Mainz 05,de Bundesliga
Armel Bella Kotchap,de GER,DF,23,2,1,169,0,0,0,0,0,0.3,0.0,Southampton,eng Premier League
Raoul Bellanova,it ITA,DF,24,1,1,87,0,0,0,0,0,0.0,0.1,Torino,it Serie A
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26,25,13,1135,2,3,2,3,0,1.2,2.7,Wolves,eng Premier League
Héctor Bellerín,es ESP,DF,29,7,6,524,0,1,0,1,0,0.2,2.0,Betis,es La Liga
Jude Bellingham,eng ENG,MF,21,20,20,1628,7,6,6,3,1,7.8,2.7,Real Madrid,es La Liga
Jeanuël Belocian,fr FRA,"DF,MF",20,5,1,68,0,0,0,1,0,0.0,0.0,Leverkusen,de Bundesliga
Andrea Belotti,it ITA,FW,31,18,7,593,2,0,2,1,0,2.5,0.4,Como,it Serie A
Fran Beltrán,es ESP,MF,26,22,20,1601,2,0,2,2,0,0.6,1.1,Celta Vigo,es La Liga
Lucas Beltrán,ar ARG,"MF,FW",23,23,17,1512,4,4,2,3,0,4.9,2.3,Fiorentina,it Serie A
Eliesse Ben Seghir,ma MAR,"MF,FW",20,25,16,1468,6,3,4,0,0,5.0,4.5,Monaco,fr Ligue 1
Carlos Benavídez,uy URU,MF,26,10,5,331,1,1,1,2,0,0.1,0.6,Alavés,es La Liga
Adrian Benedyczak,pl POL,"FW,MF",24,8,2,197,0,0,0,0,0,0.3,0.0,Parma,it Serie A
László Bénes,sk SVK,"MF,FW",27,16,2,466,1,1,1,4,0,0.6,0.9,Union Berlin,de Bundesliga
Iker Benito,es ESP,"FW,MF",22,2,0,37,0,0,0,0,0,0.0,0.0,Osasuna,es La Liga
Ismaël Bennacer,dz ALG,MF,27,6,4,300,0,0,0,2,0,0.1,0.1,Milan,it Serie A
Saïd Benrahma,dz ALG,"FW,MF",29,13,9,735,1,3,1,0,0,2.0,2.1,Lyon,fr Ligue 1
Ramy Bensebaini,dz ALG,DF,29,21,16,1381,1,5,1,6,0,1.0,2.7,Dortmund,de Bundesliga
Nabil Bentaleb,dz ALG,"MF,FW",30,3,1,126,1,0,1,0,0,0.6,0.0,Lille,fr Ligue 1
Rodrigo Bentancur,uy URU,MF,27,17,14,1101,2,0,2,6,0,1.1,0.4,Tottenham,eng Premier League
Lucas Beraldo,br BRA,DF,21,16,15,1355,1,0,1,5,0,0.7,0.2,Paris S-G,fr Ligue 1
Yuri Berchiche,es ESP,DF,35,22,15,1469,0,2,0,3,0,0.5,2.1,Athletic Club,es La Liga
Álex Berenguer,es ESP,"FW,MF",29,25,18,1509,5,6,5,3,0,5.8,4.1,Athletic Club,es La Liga
Sander Berge,no NOR,MF,27,20,16,1464,0,0,0,4,0,0.2,0.6,Fulham,eng Premier League
Lucas Bergvall,se SWE,MF,19,20,8,844,0,0,0,3,0,0.5,0.4,Tottenham,eng Premier League
Medon Berisha,al ALB,MF,21,9,4,360,0,1,0,2,0,0.3,0.4,Lecce,it Serie A
Mergim Berisha,de GER,"FW,MF",26,11,3,333,1,1,1,1,0,1.0,1.0,Hoffenheim,de Bundesliga
Adrian Bernabe,es ESP,MF,23,14,14,1066,0,0,0,1,0,0.7,1.0,Parma,it Serie A
Marc Bernal,es ESP,MF,17,3,3,242,0,0,0,2,0,0.1,0.0,Barcelona,es La Liga
Bernardo,br BRA,DF,29,14,12,1152,0,0,0,4,0,0.6,0.7,Bochum,de Bundesliga
Juan Bernat,es ESP,"DF,MF",32,10,1,212,0,1,0,0,0,0.3,0.4,Villarreal,es La Liga
Maxime Bernauer,fr FRA,DF,26,2,0,44,0,0,0,2,0,0.0,0.0,Saint-Étienne,fr Ligue 1
Antoine Bernede,fr FRA,"MF,FW",25,4,1,122,1,0,1,0,0,0.7,0.0,Hellas Verona,it Serie A
Alexander Bernhardsson,se SWE,"MF,DF",26,9,7,546,2,1,2,2,0,1.3,0.6,Holstein Kiel,de Bundesliga
Victor Bernth Kristiansen,dk DEN,DF,22,24,24,2113,0,1,0,1,0,0.3,1.3,Leicester City,eng Premier League
Matúš Bero,sk SVK,MF,29,21,20,1821,3,2,3,8,0,2.0,2.8,Bochum,de Bundesliga
Juan Berrocal,es ESP,DF,25,12,8,794,0,0,0,6,1,0.2,0.0,Getafe,es La Liga
Dimitry Bertaud,cd COD,GK,26,3,3,270,0,0,0,0,0,0.0,0.0,Montpellier,fr Ligue 1
Jan-Niklas Beste,de GER,FW,26,4,0,72,0,1,0,0,0,0.6,0.3,Freiburg,de Bundesliga
Beto,gw GNB,FW,27,19,6,764,6,0,6,1,0,4.7,0.6,Everton,eng Premier League
Sam Beukema,nl NED,DF,26,26,24,2202,0,1,0,0,0,1.0,0.9,Bologna,it Serie A
Alessandro Bianco,it ITA,MF,22,23,18,1698,1,0,1,6,0,1.1,0.6,Monza,it Serie A
Mika Biereth,dk DEN,FW,22,8,8,638,10,2,9,0,0,8.1,3.0,Monaco,fr Ligue 1
Jaka Bijol,si SVN,DF,26,25,25,2250,1,0,1,7,0,2.0,0.4,Udinese,it Serie A
El Bilal Touré,ml MLI,"FW,MF",23,9,3,314,2,1,2,0,0,1.6,1.1,Stuttgart,de Bundesliga
Philip Billing,dk DEN,MF,28,10,1,184,0,0,0,1,0,0.6,1.1,Bournemouth,eng Premier League
Cristiano Biraghi,it ITA,DF,32,4,2,201,0,0,0,0,0,0.0,0.3,Torino,it Serie A
Samuele Birindelli,it ITA,"DF,MF",25,10,7,611,1,0,1,2,0,0.4,1.0,Monza,it Serie A
Tom Bischof,de GER,"MF,FW",19,22,21,1786,4,2,4,3,0,1.4,3.1,Hoffenheim,de Bundesliga
Yves Bissouma,ml MLI,MF,28,20,12,1055,2,0,2,5,0,0.5,0.2,Tottenham,eng Premier League
Leonardo Bittencourt,de GER,MF,31,17,10,846,2,0,2,1,0,1.4,1.3,Werder Bremen,de Bundesliga
Emmanuel Biumla,fr FRA,DF,19,15,14,1228,1,0,1,1,0,0.7,0.0,Angers,fr Ligue 1
Marco Bizot,nl NED,GK,33,23,23,2070,0,0,0,2,0,0.0,0.0,Brest,fr Ligue 1
Bjarki Bjarkason,is ISL,"DF,MF",24,8,1,137,0,0,0,2,0,0.0,0.1,Venezia,it Serie A
Antonio Blanco,es ESP,MF,24,24,21,1772,0,1,0,6,0,0.7,1.4,Alavés,es La Liga
Ludovic Blas,fr FRA,"MF,FW",27,23,22,1913,6,7,6,5,0,4.6,3.7,Rennes,fr Ligue 1
Daley Blind,nl NED,DF,34,22,19,1700,0,1,0,2,0,0.2,0.8,Girona,es La Liga
Myron Boadu,nl NED,FW,24,11,7,588,7,1,6,0,0,5.5,0.4,Bochum,de Bundesliga
Augustine Boakye,gh GHA,"FW,MF",24,17,8,733,3,0,3,5,0,1.8,0.9,Saint-Étienne,fr Ligue 1
Mathéo Bodmer,fr FRA,MF,20,1,0,6,0,0,0,0,0,0.0,0.0,Le Havre,fr Ligue 1
Sacha Boey,fr FRA,DF,24,8,4,357,0,1,0,1,0,0.1,1.0,Bayern Munich,de Bundesliga
Jeremie Boga,ci CIV,"MF,FW",28,14,8,659,0,2,0,0,0,1.4,2.2,Nice,fr Ligue 1
Lamare Bogarde,nl NED,"DF,MF",21,8,5,476,0,0,0,2,0,0.0,0.1,Aston Villa,eng Premier League
Emil Bohinen,no NOR,MF,25,3,1,166,0,0,0,0,0,0.1,0.1,Genoa,it Serie A
Adama Boiro,es ESP,DF,22,11,9,686,0,0,0,1,0,0.2,0.2,Athletic Club,es La Liga
Willy Boly,ci CIV,DF,34,5,1,134,0,0,0,1,0,0.1,0.0,Nott'ham Forest,eng Premier League
Moïse Bombito,ca CAN,DF,24,19,17,1552,0,0,0,2,1,0.6,0.0,Nice,fr Ligue 1
Warren Bondo,fr FRA,MF,21,20,19,1618,0,0,0,5,1,0.4,0.3,Monza,it Serie A
Victor Boniface,ng NGA,FW,24,14,10,800,7,1,7,2,0,6.9,1.0,Leverkusen,de Bundesliga
Kevin Bonifazi,it ITA,DF,28,3,0,65,0,0,0,0,0,0.0,0.0,Lecce,it Serie A
Ange-Yoan Bonny,fr FRA,FW,21,26,20,1753,5,2,3,2,0,7.4,1.7,Parma,it Serie A
Sebastiaan Bornauw,be BEL,DF,25,13,7,697,2,1,2,2,0,1.2,0.5,Wolfsburg,de Bundesliga
Sven Botman,nl NED,DF,25,3,3,224,0,0,0,1,0,0.0,0.0,Newcastle Utd,eng Premier League
Saïmon Bouabré,fr FRA,"MF,FW",18,2,1,72,0,0,0,0,0,0.0,0.0,Monaco,fr Ligue 1
Ayyoub Bouaddi,fr FRA,MF,17,19,9,933,0,1,0,1,0,0.0,1.0,Lille,fr Ligue 1
Badredine Bouanani,dz ALG,"MF,FW",20,18,6,674,2,0,2,2,0,1.3,1.0,Nice,fr Ligue 1
Benjamin Bouchouari,ma MAR,MF,23,19,15,1308,1,0,1,3,0,0.6,0.7,Saint-Étienne,fr Ligue 1
Hicham Boudaoui,dz ALG,MF,25,19,18,1635,2,1,2,7,0,2.0,1.0,Nice,fr Ligue 1
Carlo Boukhalfa,ma MAR,MF,25,18,14,1207,1,0,1,0,0,0.8,0.4,St. Pauli,de Bundesliga
Justin Bourgault,fr FRA,DF,19,1,1,77,0,0,0,0,0,0.0,0.1,Brest,fr Ligue 1
Benjamin Bourigeaud,fr FRA,MF,31,1,1,80,1,0,1,0,0,0.2,0.0,Rennes,fr Ligue 1
Edoardo Bove,it ITA,"MF,FW",22,12,11,851,1,2,1,3,0,0.6,1.5,Fiorentina,it Serie A
Jarrod Bowen,eng ENG,"FW,MF",28,23,23,2006,7,4,6,1,0,5.9,4.8,West Ham,eng Premier League
Enzo Boyomo,cm CMR,DF,23,22,22,1952,2,0,2,5,0,1.3,0.8,Osasuna,es La Liga
Domagoj Bradarić,hr CRO,DF,25,18,14,1120,0,0,0,5,0,0.1,1.6,Hellas Verona,it Serie A
Conor Bradley,nir NIR,DF,21,12,2,372,0,0,0,2,0,0.5,0.0,Liverpool,eng Premier League
Bilal Brahimi,dz ALG,MF,24,2,1,76,0,0,0,0,0,0.0,0.0,Nice,fr Ligue 1
Julian Brandt,de GER,MF,28,20,19,1542,3,5,3,1,0,3.6,5.0,Dortmund,de Bundesliga
Jarrad Branthwaite,eng ENG,DF,22,20,18,1628,0,1,0,3,0,0.6,0.6,Everton,eng Premier League
Darko Brašanac,rs SRB,MF,33,22,13,1305,1,2,1,2,0,1.7,0.2,Leganés,es La Liga
Lilian Brassier,fr FRA,DF,25,12,9,779,0,0,0,3,0,0.2,0.0,Marseille,fr Ligue 1
Matthias Braunöder,at AUT,MF,22,8,3,268,0,0,0,3,1,0.1,0.0,Como,it Serie A
Iker Bravo,es ESP,"FW,MF",20,20,2,382,2,1,2,2,0,0.7,0.4,Udinese,it Serie A
James Bree,eng ENG,DF,27,14,11,890,0,1,0,0,0,0.1,0.9,Southampton,eng Premier League
Tim Breithaupt,de GER,MF,23,2,2,120,0,1,0,0,0,0.1,0.4,Augsburg,de Bundesliga
Gleison Bremer,br BRA,DF,27,6,6,540,0,0,0,2,0,0.1,0.0,Juventus,it Serie A
Brenner,br BRA,"MF,FW",25,9,5,386,1,2,1,0,0,0.6,0.5,Udinese,it Serie A
Ben Brereton,cl CHI,FW,25,10,4,449,0,0,0,1,0,0.9,0.1,Southampton,eng Premier League
Marco Brescianini,it ITA,MF,25,20,7,748,3,2,3,1,0,2.7,0.9,Atalanta,it Serie A
Maximilian Breunig,de GER,"FW,MF",24,13,2,350,2,0,1,0,0,3.4,0.2,Heidenheim,de Bundesliga
Anthony Briançon,fr FRA,DF,30,1,0,1,0,0,0,0,0,0.0,0.0,Saint-Étienne,fr Ligue 1
Nathan Broadhead,wls WAL,"FW,MF",26,11,4,428,0,0,0,1,0,1.1,0.5,Ipswich Town,eng Premier League
Armando Broja,al ALB,FW,23,5,2,159,0,0,0,1,0,0.1,0.1,Everton,eng Premier League
David Brooks,wls WAL,FW,27,20,8,714,2,0,2,3,0,1.7,1.6,Bournemouth,eng Premier League
Arvid Brorsson,se SWE,DF,25,2,1,103,0,0,0,0,0,0.0,0.0,Monza,it Serie A
Moritz Broschinski,de GER,"FW,MF",24,24,14,1220,1,3,1,1,0,3.6,1.6,Bochum,de Bundesliga
Nathaniel Brown,de GER,"DF,MF",21,16,13,1113,3,4,3,1,0,2.1,1.9,Eint Frankfurt,de Bundesliga
Jacob Bruun Larsen,dk DEN,"FW,MF",26,12,3,400,2,2,2,0,0,2.3,0.6,Hoffenheim,de Bundesliga
Tajon Buchanan,ca CAN,"DF,FW",26,6,0,95,0,0,0,0,0,0.0,0.1,Inter,it Serie A
Ante Budimir,hr CRO,FW,33,26,23,1986,14,2,8,3,0,11.1,1.4,Osasuna,es La Liga
Emi Buendía,ar ARG,"MF,FW",28,12,0,98,0,0,0,1,0,0.7,0.0,Aston Villa,eng Premier League
Manu Bueno,es ESP,MF,20,6,1,104,1,0,1,0,0,0.1,0.0,Sevilla,es La Liga
Santiago Bueno,uy URU,DF,26,20,17,1512,0,0,0,2,0,0.4,0.0,Wolves,eng Premier League
Endika Buján,es ESP,FW,22,1,0,7,0,0,0,0,0,0.0,0.0,Athletic Club,es La Liga
Marius Bülter,de GER,"FW,DF",31,16,15,1103,4,1,4,3,0,2.9,2.3,Hoffenheim,de Bundesliga
Facundo Buonanotte,ar ARG,"FW,MF",20,23,13,1278,4,2,4,7,0,3.4,2.8,Leicester City,eng Premier League
Alessandro Buongiorno,it ITA,DF,25,18,18,1591,1,0,1,1,0,0.8,0.6,Napoli,it Serie A
Cameron Burgess,au AUS,DF,29,10,10,900,0,1,0,0,0,0.7,0.3,Ipswich Town,eng Premier League
Jonathan Burkardt,de GER,FW,24,21,20,1423,14,2,13,0,0,10.1,2.6,Mainz 05,de Bundesliga
Oliver Burke,sct SCO,"FW,MF",27,16,1,275,2,0,2,3,0,1.7,0.4,Werder Bremen,de Bundesliga
Dan Burn,eng ENG,DF,32,26,26,2340,0,0,0,7,0,1.1,0.3,Newcastle Utd,eng Premier League
Rareș-Cătălin Burnete,ro ROU,FW,21,2,0,19,0,0,0,0,0,0.1,0.0,Lecce,it Serie A
Wes Burns,wls WAL,"FW,DF",30,18,12,926,0,1,0,1,0,0.5,1.6,Ipswich Town,eng Premier League
Marnon Busch,de GER,DF,30,14,7,771,0,1,0,0,0,0.2,0.9,Heidenheim,de Bundesliga
Gianluca Busio,us USA,MF,22,24,20,1838,1,0,1,3,0,1.6,0.9,Venezia,it Serie A
Aurélio Buta,pt POR,DF,28,20,18,1489,0,1,0,5,0,0.2,0.4,Reims,fr Ligue 1
Jean Butez,fr FRA,GK,29,9,9,810,0,0,0,0,0,0.0,0.0,Como,it Serie A
Marcin Bułka,pl POL,GK,25,24,24,2160,0,0,0,0,0,0.0,0.2,Nice,fr Ligue 1
Pau Cabanes,es ESP,"MF,FW",20,10,0,163,1,0,1,0,0,0.5,0.4,Villarreal,es La Liga
Rémy Cabella,fr FRA,"FW,MF",35,19,10,802,0,2,0,1,0,2.6,1.9,Lille,fr Ligue 1
Leandro Cabrera,uy URU,DF,33,21,20,1800,2,1,2,3,0,0.6,0.4,Espanyol,es La Liga
Liberato Cacace,nz NZL,"DF,MF",24,23,14,1384,2,2,2,4,0,1.7,0.9,Empoli,it Serie A
Anthony Caci,fr FRA,DF,27,24,24,1971,1,5,1,6,0,2.3,4.3,Mainz 05,de Bundesliga
Mathieu Cafaro,fr FRA,"MF,FW",27,15,9,732,1,0,1,3,1,1.5,1.3,Saint-Étienne,fr Ligue 1
Moisés Caicedo,ec ECU,MF,23,27,27,2361,1,2,1,9,0,0.6,2.6,Chelsea,eng Premier League
Tom Cairney,sct SCO,MF,34,18,2,419,1,0,1,2,1,0.1,0.7,Fulham,eng Premier League
Jens Cajuste,se SWE,MF,25,20,17,1261,0,0,0,2,0,0.2,0.4,Ipswich Town,eng Premier League
Davide Calabria,it ITA,DF,28,4,2,191,0,0,0,1,0,0.0,0.4,Bologna,it Serie A
Riccardo Calafiori,it ITA,DF,22,16,10,868,2,1,2,4,0,0.9,0.3,Arsenal,eng Premier League
Luca Caldirola,it ITA,DF,34,7,6,490,0,0,0,2,0,0.2,0.0,Monza,it Serie A
Fernando Calero,es ESP,"DF,MF",29,10,3,369,1,0,1,0,0,0.3,0.0,Espanyol,es La Liga
Duje Ćaleta-Car,hr CRO,DF,28,15,14,1247,1,0,1,7,0,1.7,0.1,Lyon,fr Ligue 1
Hakan Çalhanoğlu,tr TUR,MF,31,19,17,1201,4,3,1,3,0,3.7,3.5,Inter,it Serie A
Dominic Calvert-Lewin,eng ENG,FW,27,22,19,1574,3,1,3,2,0,6.1,0.6,Everton,eng Premier League
Drissa Camara,ci CIV,"MF,FW",23,17,1,381,0,0,0,3,0,1.2,0.3,Parma,it Serie A
Issiaga Camara,gn GUI,MF,20,4,0,20,0,0,0,0,0,0.0,0.0,Nice,fr Ligue 1
Lamine Camara,sn SEN,MF,21,21,18,1474,2,6,2,7,1,2.0,3.6,Monaco,fr Ligue 1
Mahdi Camara,fr FRA,MF,26,24,21,1803,3,2,3,4,0,2.5,1.7,Brest,fr Ligue 1
Francesco Camarda,it ITA,"FW,MF",16,9,1,161,0,0,0,0,0,0.4,0.4,Milan,it Serie A
Eduardo Camavinga,fr FRA,"MF,DF",22,12,7,671,0,2,0,1,0,0.1,0.5,Real Madrid,es La Liga
Nicolò Cambiaghi,it ITA,"FW,MF",24,7,1,194,0,2,0,0,0,0.2,1.6,Bologna,it Serie A
Andrea Cambiaso,it ITA,"DF,FW",25,24,19,1698,2,1,2,4,0,0.5,2.2,Juventus,it Serie A
Axel Camblan,fr FRA,"MF,FW",21,2,0,26,0,0,0,0,0,0.0,0.0,Brest,fr Ligue 1
Sergio Camello,es ESP,FW,24,23,14,1134,3,2,3,2,0,4.1,2.0,Rayo Vallecano,es La Liga
José Campaña,es ESP,MF,31,16,11,846,0,2,0,3,0,0.1,0.6,Las Palmas,es La Liga
Thomas Campaniello,it ITA,FW,17,1,0,19,0,0,0,0,0,0.5,0.0,Empoli,it Serie A
Cole Campbell,us USA,"MF,FW",19,4,0,22,0,0,0,0,0,0.0,0.0,Dortmund,de Bundesliga
Emre Can,de GER,"DF,MF",31,21,17,1503,2,0,0,3,1,1.9,0.3,Dortmund,de Bundesliga
Peio Canales,es ESP,"FW,MF",20,4,0,62,0,0,0,0,0,0.0,0.1,Athletic Club,es La Liga
Matteo Cancellieri,it ITA,"FW,MF",23,25,18,1331,3,0,3,2,1,2.5,0.6,Parma,it Serie A
Fali Candé,gw GNB,DF,27,6,6,540,0,1,0,1,0,0.3,0.5,Venezia,it Serie A
Antonio Candela,it ITA,DF,24,14,12,1008,0,1,0,2,0,0.3,0.8,Venezia,it Serie A
Sergi Canós,es ESP,"MF,FW",28,15,2,353,0,1,0,3,0,0.5,0.2,Valencia,es La Liga
Jaydee Canvot,fr FRA,"DF,MF",18,12,8,729,0,0,0,1,0,0.1,0.3,Toulouse,fr Ligue 1
Pierrick Capelle,fr FRA,MF,37,14,3,416,0,0,0,3,0,0.2,1.2,Angers,fr Ligue 1
Gianluca Caprari,it ITA,"MF,FW",31,23,12,1040,2,1,0,3,0,2.5,1.5,Monza,it Serie A
Elia Caprile,it ITA,GK,23,9,9,810,0,0,0,0,0,0.0,0.0,Cagliari,it Serie A
Gabin Capuano,fr FRA,FW,18,1,0,11,0,0,0,0,0,0.0,0.0,Lens,fr Ligue 1
Francesco Caputo,it ITA,FW,37,1,0,6,0,0,0,0,0,0.0,0.0,Empoli,it Serie A
Maxence Caqueret,fr FRA,MF,25,7,5,376,0,2,0,2,0,0.0,0.5,Como,it Serie A
Simon Cara,fr FRA,MF,19,1,0,6,0,0,0,0,0,0.0,0.0,Montpellier,fr Ligue 1
Andrea Carboni,it ITA,DF,24,20,19,1666,0,1,0,4,0,0.2,0.3,Monza,it Serie A
Franco Carboni,it ITA,DF,21,6,2,166,0,0,0,1,0,0.0,0.1,Venezia,it Serie A
Valentin Carboni,ar ARG,"MF,FW",20,4,1,103,0,0,0,1,0,0.0,0.1,Marseille,fr Ligue 1
Cárdenas,es ESP,GK,27,5,5,450,0,0,0,0,0,0.0,0.0,Rayo Vallecano,es La Liga
Irvin Cardona,fr FRA,"FW,MF",27,16,5,606,1,1,1,1,0,1.1,0.6,Espanyol,es La Liga
Marc Cardona,es ESP,"FW,MF",29,7,0,90,0,0,0,1,0,0.2,0.0,Las Palmas,es La Liga
Sergi Cardona,es ESP,DF,25,24,24,2132,1,6,1,6,0,2.1,5.1,Villarreal,es La Liga
Johnny Cardoso,us USA,MF,23,19,16,1455,1,1,1,3,0,1.7,0.9,Betis,es La Liga
Tiago Cardoso,lu LUX,GK,18,1,1,90,0,0,0,0,0,0.0,0.0,Gladbach,de Bundesliga
Patrik Carlgren,se SWE,GK,33,3,3,270,0,0,0,0,0,0.0,0.0,Nantes,fr Ligue 1
Diego Carlos,br BRA,DF,31,10,8,830,0,0,0,1,0,0.6,0.0,Aston Villa,eng Premier League
Carmona,es ESP,DF,23,24,24,2088,0,0,0,6,0,0.4,1.3,Sevilla,es La Liga
Marco Carnesecchi,it ITA,GK,24,24,24,2160,0,0,0,1,0,0.0,0.2,Atalanta,it Serie A
Sergio Carreira,es ESP,"MF,DF",24,13,10,867,0,3,0,0,0,0.2,2.2,Celta Vigo,es La Liga
Dani Carvajal,es ESP,DF,33,8,7,609,1,0,1,1,0,1.3,0.2,Real Madrid,es La Liga
Fabio Carvalho,pt POR,"FW,MF",22,19,3,455,2,1,2,1,0,2.5,0.7,Brentford,eng Premier League
William Carvalho,pt POR,MF,32,4,4,247,0,0,0,0,0,0.1,0.0,Betis,es La Liga
Cesare Casadei,it ITA,MF,22,4,3,257,1,0,1,0,0,0.6,0.0,Torino,it Serie A
Marc Casado,es ESP,MF,21,22,19,1545,1,3,1,4,1,1.1,1.4,Barcelona,es La Liga
Nicolò Casale,it ITA,DF,27,11,6,599,0,0,0,1,0,0.1,0.3,Bologna,it Serie A
Casemiro,br BRA,MF,33,17,12,1011,1,0,1,2,0,1.3,2.2,Manchester Utd,eng Premier League
Kaelan Casey,eng ENG,DF,20,1,0,1,0,0,0,0,0,0.0,0.0,West Ham,eng Premier League
Matty Cash,pl POL,DF,27,18,16,1351,1,1,1,5,0,0.2,1.0,Aston Villa,eng Premier League
Josué Casimir,fr FRA,"MF,FW",23,17,13,1135,2,2,2,4,0,1.9,1.2,Le Havre,fr Ligue 1
Federico Cassa,it ITA,"MF,FW",19,2,0,14,0,0,0,0,0,0.0,0.0,Atalanta,it Serie A
Cristian Cásseres Jr.,ve VEN,MF,25,23,22,1905,1,2,1,7,0,0.5,1.6,Toulouse,fr Ligue 1
Timothy Castagne,be BEL,DF,29,17,12,1162,0,1,0,1,0,0.1,1.2,Fulham,eng Premier League
Valentín Castellanos,ar ARG,FW,26,22,21,1774,9,3,7,6,1,12.1,2.5,Lazio,it Serie A
Jean-Charles Castelletto,cm CMR,"DF,MF",30,22,22,1917,0,0,0,4,0,1.1,0.1,Nantes,fr Ligue 1
Santiago Castro,ar ARG,FW,20,27,23,1957,7,4,7,4,0,5.9,2.2,Bologna,it Serie A
Gaetano Castrovilli,it ITA,"MF,FW",28,3,0,79,0,0,0,0,0,0.1,0.1,Monza,it Serie A
Danilo Cataldi,it ITA,MF,30,18,16,1125,3,0,3,1,0,1.0,0.5,Fiorentina,it Serie A
Catena,es ESP,DF,30,24,24,2142,0,1,0,7,0,1.7,0.7,Osasuna,es La Liga
Maximiliano Caufriez,be BEL,DF,28,1,1,90,0,0,0,0,0,0.0,0.0,Valencia,es La Liga
Dani Ceballos,es ESP,MF,28,15,10,832,0,0,0,4,0,0.3,1.4,Real Madrid,es La Liga
Abdoulie Ceesay,gm GAM,FW,21,6,0,52,0,0,0,1,0,0.0,0.0,St. Pauli,de Bundesliga
Zeki Çelik,tr TUR,DF,28,23,19,1570,0,2,0,3,0,0.5,1.3,Roma,it Serie A
Fabien Centonze,fr FRA,DF,29,2,1,78,0,0,0,0,0,0.0,0.2,Nantes,fr Ligue 1
Alberto Cerri,it ITA,FW,28,5,0,87,0,0,0,0,0,1.0,0.0,Como,it Serie A
Franco Cervi,ar ARG,"FW,MF",30,6,4,258,0,0,0,1,0,0.0,0.3,Celta Vigo,es La Liga
Julian Chabot,de GER,DF,27,22,19,1629,1,1,1,9,1,1.2,0.2,Stuttgart,de Bundesliga
El Chadaille Bitshiabu,fr FRA,DF,19,13,5,478,0,0,0,1,0,0.0,0.3,RB Leipzig,de Bundesliga
Fares Chaïbi,dz ALG,"MF,FW",22,16,6,642,1,0,1,2,0,2.2,1.2,Eint Frankfurt,de Bundesliga
Trevoh Chalobah,eng ENG,DF,25,12,12,1060,3,0,3,1,0,1.2,0.4,Crystal Palace,eng Premier League
